leg_x,leg_y,correlation,pair_bucket,corr_threshold_used,sector_x,sector_y
OEF,EWL,0.7733169668881035,Cross Sector,0.7,Broad Market,International
IJH,XME,0.7732320411549484,Cross Sector,0.7,Broad Market,Materials
SPY,EWI,0.7731894701080455,Cross Sector,0.7,Broad Market,International
MOO,SCHG,0.7730951593010188,Cross Sector,0.7,Commodities,Factor
VUG,DVY,0.7729854951485141,Same Sector,0.7,Factor,Factor
OEF,EWC,0.7728440227399661,Cross Sector,0.7,Broad Market,International
VOO,VWO,0.7727565028842734,Cross Sector,0.7,Broad Market,International
VBK,EWG,0.7727358045670096,Cross Sector,0.7,Factor,International
IVV,IYR,0.7727144893077438,Cross Sector,0.7,Broad Market,Real Estate
VYM,IYW,0.7724402238019844,Cross Sector,0.7,Factor,Technology
VGK,EWS,0.7724127020010219,Same Sector,0.7,International,International
VTV,EWI,0.7723771806852443,Cross Sector,0.7,Factor,International
EWS,EWT,0.772255607317789,Same Sector,0.7,International,International
IJR,EZU,0.7721942973422032,Cross Sector,0.7,Broad Market,International
VBK,EWQ,0.7721303603740735,Cross Sector,0.7,Factor,International
IVE,EWI,0.7720884431219572,Cross Sector,0.7,Factor,International
DIA,EWL,0.7720765322011286,Cross Sector,0.7,Broad Market,International
VV,IYR,0.7720215680858004,Cross Sector,0.7,Broad Market,Real Estate
VV,XHB,0.7719382928908911,Cross Sector,0.7,Broad Market,Consumer Discretionary
EWU,ILF,0.7717950178490186,Same Sector,0.7,International,International
VEA,IYW,0.7717939255543277,Cross Sector,0.7,International,Technology
IWB,EWI,0.7714888938712304,Cross Sector,0.7,Broad Market,International
MOO,FEZ,0.7712305772925584,Cross Sector,0.7,Commodities,International
SPY,XLP,0.7711645577904708,Cross Sector,0.7,Broad Market,Consumer Staples
SPYV,VNQ,0.7710985619258205,Cross Sector,0.7,Factor,Real Estate
SPYV,EWL,0.77100888304481,Cross Sector,0.7,Factor,International
IVV,EWI,0.7709916288692473,Cross Sector,0.7,Broad Market,International
IWM,EWQ,0.7709116264986743,Cross Sector,0.7,Broad Market,International
IYT,VEA,0.770821634609276,Cross Sector,0.7,Industrials,International
IWM,IYR,0.7708026367475883,Cross Sector,0.7,Broad Market,Real Estate
ITA,VEA,0.7707998005445025,Cross Sector,0.7,Industrials,International
IJR,IYW,0.7707445362146516,Cross Sector,0.7,Broad Market,Technology
XHB,XRT,0.7705809582975688,Same Sector,0.7,Consumer Discretionary,Consumer Discretionary
IJR,XLK,0.770516730626997,Cross Sector,0.7,Broad Market,Technology
VUG,EWU,0.7703820212507863,Cross Sector,0.7,Factor,International
IVW,EWA,0.7702598218502074,Cross Sector,0.7,Factor,International
EWN,XLK,0.770199876390069,Cross Sector,0.7,International,Technology
IWF,EWU,0.7699005860864068,Cross Sector,0.7,Factor,International
MDY,XME,0.7698467159707166,Cross Sector,0.7,Broad Market,Materials
MOO,VYM,0.7698261114396268,Cross Sector,0.7,Commodities,Factor
VBR,XLK,0.7698179671568907,Cross Sector,0.7,Factor,Technology
XLE,VTV,0.7697340616014713,Cross Sector,0.7,Energy,Factor
VEA,EWT,0.769711628108737,Same Sector,0.7,International,International
IVV,XHB,0.7696711415886824,Cross Sector,0.7,Broad Market,Consumer Discretionary
IJH,ITB,0.7696378104347468,Cross Sector,0.7,Broad Market,Consumer Discretionary
COPX,EPP,0.7695793801574293,Cross Sector,0.7,Commodities,International
IWM,EWU,0.7695036072898214,Cross Sector,0.7,Broad Market,International
SCHG,IAI,0.7694698563443666,Cross Sector,0.7,Factor,Financials
XLI,EWC,0.7693057700984932,Cross Sector,0.7,Industrials,International
IWM,VNQ,0.7692247633561617,Cross Sector,0.7,Broad Market,Real Estate
VDE,VTV,0.7691702973014168,Cross Sector,0.7,Energy,Factor
IAI,VGK,0.7689756368452256,Cross Sector,0.7,Financials,International
IVW,VFH,0.7689394914185153,Cross Sector,0.7,Factor,Financials
VTV,EWP,0.7688167856963983,Cross Sector,0.7,Factor,International
XHB,VTV,0.7687945966665549,Cross Sector,0.7,Consumer Discretionary,Factor
XLI,IYW,0.7686917447157505,Cross Sector,0.7,Industrials,Technology
RSP,EWP,0.7685599607644727,Cross Sector,0.7,Broad Market,International
IWM,EWG,0.7685352249847052,Cross Sector,0.7,Broad Market,International
SPYG,EWU,0.7685112736929128,Cross Sector,0.7,Factor,International
MOO,EWG,0.7684987865508472,Cross Sector,0.7,Commodities,International
VOO,EWL,0.7684781147393218,Cross Sector,0.7,Broad Market,International
IVE,EWP,0.7684746098231597,Cross Sector,0.7,Factor,International
OEF,MOO,0.7684724375936367,Cross Sector,0.7,Broad Market,Commodities
VDE,XME,0.7683376720007354,Cross Sector,0.7,Energy,Materials
VV,XRT,0.7683268332767242,Cross Sector,0.7,Broad Market,Consumer Discretionary
EWS,FXI,0.7682994832342012,Same Sector,0.7,International,International
EPP,EWI,0.768171842315419,Same Sector,0.7,International,International
XLP,DVY,0.7681342703944133,Cross Sector,0.7,Consumer Staples,Factor
XRT,IVE,0.7681141357574675,Cross Sector,0.7,Consumer Discretionary,Factor
VV,EWI,0.7679399158123418,Cross Sector,0.7,Broad Market,International
VTI,KBE,0.7678736289378748,Cross Sector,0.7,Broad Market,Financials
OEF,XLP,0.7676666399785985,Cross Sector,0.7,Broad Market,Consumer Staples
EFA,IYW,0.7675323130924814,Cross Sector,0.7,International,Technology
VYM,EWL,0.7673774174647507,Cross Sector,0.7,Factor,International
IWM,MOO,0.7673399484948629,Cross Sector,0.7,Broad Market,Commodities
VGK,ILF,0.7673373316563378,Same Sector,0.7,International,International
VOO,HYG,0.7672843962011804,Cross Sector,0.7,Broad Market,Fixed Income
MOO,ILF,0.7672249182225958,Cross Sector,0.7,Commodities,International
XLY,VGK,0.7671993716763332,Cross Sector,0.7,Consumer Discretionary,International
XLF,EFA,0.7671979185299819,Cross Sector,0.7,Financials,International
VBK,XLF,0.7671719028571845,Cross Sector,0.7,Factor,Financials
VBR,EWA,0.767163208805381,Cross Sector,0.7,Factor,International
IWD,ILF,0.7669569040272664,Cross Sector,0.7,Factor,International
EWU,EWS,0.7669114251715662,Same Sector,0.7,International,International
VTI,VNQ,0.7668090210889387,Cross Sector,0.7,Broad Market,Real Estate
SPY,IYR,0.7667616553343432,Cross Sector,0.7,Broad Market,Real Estate
XLF,VEA,0.7666096163204422,Cross Sector,0.7,Financials,International
XLP,IWD,0.7665768459555744,Cross Sector,0.7,Consumer Staples,Factor
XLI,EWA,0.7663648337819146,Cross Sector,0.7,Industrials,International
SPYG,VFH,0.7663592342518523,Cross Sector,0.7,Factor,Financials
IJR,IYR,0.7662618623923175,Cross Sector,0.7,Broad Market,Real Estate
IAI,XLB,0.7662437832965353,Cross Sector,0.7,Financials,Materials
VUG,EWA,0.7661255341634526,Cross Sector,0.7,Factor,International
SPYG,EWA,0.7661100568624468,Cross Sector,0.7,Factor,International
MDY,ITB,0.7660991354774612,Cross Sector,0.7,Broad Market,Consumer Discretionary
ITA,EFA,0.7660156066584897,Cross Sector,0.7,Industrials,International
IWM,EEM,0.7656613120200407,Cross Sector,0.7,Broad Market,International
IVV,XRT,0.7656596695564255,Cross Sector,0.7,Broad Market,Consumer Discretionary
VFH,ITA,0.7655945767870319,Cross Sector,0.7,Financials,Industrials
SCHG,VFH,0.765561401851319,Cross Sector,0.7,Factor,Financials
IWB,XLP,0.765421510785118,Cross Sector,0.7,Broad Market,Consumer Staples
IWB,VNQ,0.7653916950490355,Cross Sector,0.7,Broad Market,Real Estate
EWN,XLB,0.7652876129934472,Cross Sector,0.7,International,Materials
EPP,EWP,0.7650061736557983,Same Sector,0.7,International,International
EWA,EWL,0.7649751749776024,Same Sector,0.7,International,International
IJR,EPP,0.7649324596448905,Cross Sector,0.7,Broad Market,International
IJR,FEZ,0.7649233218719809,Cross Sector,0.7,Broad Market,International
VV,XLP,0.7648763328251963,Cross Sector,0.7,Broad Market,Consumer Staples
SPY,XHB,0.7648391426621236,Cross Sector,0.7,Broad Market,Consumer Discretionary
XLY,XLF,0.764752836103317,Cross Sector,0.7,Consumer Discretionary,Financials
RSP,ILF,0.7647003955749565,Cross Sector,0.7,Broad Market,International
EWU,EZA,0.7646505170735483,Same Sector,0.7,International,International
IWM,SOXX,0.7644998048077568,Cross Sector,0.7,Broad Market,Technology
EWA,EWY,0.7644610166137957,Same Sector,0.7,International,International
VFH,VGK,0.7644311794599894,Cross Sector,0.7,Financials,International
EWG,EWC,0.7643474859655357,Same Sector,0.7,International,International
XLF,IYT,0.7642749802469752,Cross Sector,0.7,Financials,Industrials
IVW,EWC,0.7642442624416306,Cross Sector,0.7,Factor,International
DVY,EPP,0.7642286477409943,Cross Sector,0.7,Factor,International
VBR,EEM,0.7642176592018325,Cross Sector,0.7,Factor,International
COPX,EEM,0.7642072331996971,Cross Sector,0.7,Commodities,International
EFA,EWT,0.7640075767842802,Same Sector,0.7,International,International
XHB,XLI,0.7638280226223308,Cross Sector,0.7,Consumer Discretionary,Industrials
VBR,IYW,0.7637955878224004,Cross Sector,0.7,Factor,Technology
MOO,IVW,0.7637274963154297,Cross Sector,0.7,Commodities,Factor
VBK,EWU,0.7637221817966676,Cross Sector,0.7,Factor,International
IJR,VNQ,0.7636359547067061,Cross Sector,0.7,Broad Market,Real Estate
XLY,EWN,0.7635406005376651,Cross Sector,0.7,Consumer Discretionary,International
IWB,KBE,0.7635054877834243,Cross Sector,0.7,Broad Market,Financials
ILF,XLB,0.7635009333127106,Cross Sector,0.7,International,Materials
QQQ,VGK,0.7634794646051165,Cross Sector,0.7,Broad Market,International
IVV,VNQ,0.763280482810194,Cross Sector,0.7,Broad Market,Real Estate
IVV,KBE,0.763129281172206,Cross Sector,0.7,Broad Market,Financials
SCHG,EPP,0.7631231687332383,Cross Sector,0.7,Factor,International
VGK,VGT,0.7630656543134088,Cross Sector,0.7,International,Technology
EFA,EWW,0.7630283068618856,Same Sector,0.7,International,International
XLY,ITA,0.7629491895916526,Cross Sector,0.7,Consumer Discretionary,Industrials
XHB,VYM,0.7627336721281145,Cross Sector,0.7,Consumer Discretionary,Factor
DVY,EZU,0.7626892740814464,Cross Sector,0.7,Factor,International
XRT,IWD,0.7622666649358376,Cross Sector,0.7,Consumer Discretionary,Factor
VV,VNQ,0.7622619215669232,Cross Sector,0.7,Broad Market,Real Estate
RSP,ITB,0.7621900968517668,Cross Sector,0.7,Broad Market,Consumer Discretionary
MOO,SPYG,0.7621685453386624,Cross Sector,0.7,Commodities,Factor
IJR,EWQ,0.7621080259807947,Cross Sector,0.7,Broad Market,International
IJR,EWU,0.7618625185565421,Cross Sector,0.7,Broad Market,International
VB,XME,0.7618034205926659,Cross Sector,0.7,Broad Market,Materials
TIP,IEF,0.7617539637213829,Same Sector,0.7,Fixed Income,Fixed Income
VOO,XLP,0.7617078030433363,Cross Sector,0.7,Broad Market,Consumer Staples
MOO,IWF,0.7616554331065741,Cross Sector,0.7,Commodities,Factor
QQQ,EEM,0.761622616530864,Cross Sector,0.7,Broad Market,International
IWM,ITB,0.761611486720688,Cross Sector,0.7,Broad Market,Consumer Discretionary
EWN,IYW,0.7614155220870703,Cross Sector,0.7,International,Technology
IWF,EWA,0.7613542746930326,Cross Sector,0.7,Factor,International
EZU,EZA,0.7613434684470516,Same Sector,0.7,International,International
SPYG,EWC,0.7612456097750112,Cross Sector,0.7,Factor,International
IGIB,BND,0.7611295833188746,Same Sector,0.7,Fixed Income,Fixed Income
IWM,EWC,0.7610829159673811,Cross Sector,0.7,Broad Market,International
XHB,SPYV,0.7609524470872127,Cross Sector,0.7,Consumer Discretionary,Factor
EWY,GXC,0.7609303739806039,Same Sector,0.7,International,International
SCHG,XLF,0.7608262390980673,Cross Sector,0.7,Factor,Financials
XLY,SOXX,0.7608138568846998,Cross Sector,0.7,Consumer Discretionary,Technology
COPX,VWO,0.7607306444107313,Cross Sector,0.7,Commodities,International
VOO,JNK,0.7606905304883025,Cross Sector,0.7,Broad Market,Fixed Income
SCHV,EEM,0.7606105966317227,Cross Sector,0.7,Factor,International
EFA,EWH,0.7605852966052029,Same Sector,0.7,International,International
EWA,ILF,0.7605241531421901,Same Sector,0.7,International,International
VOO,IYR,0.7604103337887942,Cross Sector,0.7,Broad Market,Real Estate
XHB,VFH,0.7603531211228085,Cross Sector,0.7,Consumer Discretionary,Financials
SCHV,EWL,0.760199510160159,Cross Sector,0.7,Factor,International
XHB,IYT,0.7601949775775189,Cross Sector,0.7,Consumer Discretionary,Industrials
VHT,XLI,0.759976593679668,Cross Sector,0.7,Health Care,Industrials
SPY,EWP,0.7598715608664479,Cross Sector,0.7,Broad Market,International
VTV,ILF,0.7598712539897398,Cross Sector,0.7,Factor,International
RSP,VDE,0.7598283790340239,Cross Sector,0.7,Broad Market,Energy
XLE,SCHV,0.7597747313033392,Cross Sector,0.7,Energy,Factor
VTI,EWP,0.7597602998124077,Cross Sector,0.7,Broad Market,International
MOO,EWN,0.7595579780786283,Cross Sector,0.7,Commodities,International
VTI,ILF,0.7594727311970695,Cross Sector,0.7,Broad Market,International
VCIT,IEF,0.7594594337364169,Same Sector,0.7,Fixed Income,Fixed Income
EWN,EWC,0.7594150227195567,Same Sector,0.7,International,International
SPY,EWS,0.7594027202091608,Cross Sector,0.7,Broad Market,International
XHB,DVY,0.759394335641295,Cross Sector,0.7,Consumer Discretionary,Factor
MOO,VUG,0.7593240010325115,Cross Sector,0.7,Commodities,Factor
SPY,XRT,0.7592701346668838,Cross Sector,0.7,Broad Market,Consumer Discretionary
IVV,EWP,0.7592642387153302,Cross Sector,0.7,Broad Market,International
VGK,EWY,0.7591842489968246,Same Sector,0.7,International,International
IWF,EWC,0.7590916246483663,Cross Sector,0.7,Factor,International
VBR,VWO,0.7590428394339389,Cross Sector,0.7,Factor,International
IWF,VFH,0.7590107720269359,Cross Sector,0.7,Factor,Financials
IJR,ITB,0.758967631854776,Cross Sector,0.7,Broad Market,Consumer Discretionary
XLE,XME,0.7588970458386961,Cross Sector,0.7,Energy,Materials
SHY,IEF,0.7588460642876327,Same Sector,0.7,Fixed Income,Fixed Income
XLY,XLB,0.7587404155803631,Cross Sector,0.7,Consumer Discretionary,Materials
XLP,SPYV,0.7586528858667528,Cross Sector,0.7,Consumer Staples,Factor
DVY,EWQ,0.758431048557832,Cross Sector,0.7,Factor,International
XLE,VYM,0.7584102926230026,Cross Sector,0.7,Energy,Factor
VGK,EWJ,0.7583632379248709,Same Sector,0.7,International,International
IWM,VWO,0.7583346292764171,Cross Sector,0.7,Broad Market,International
VGK,XLK,0.7582942662261348,Cross Sector,0.7,International,Technology
IWB,ILF,0.7579828641655122,Cross Sector,0.7,Broad Market,International
SCHV,HYG,0.7579416202653004,Cross Sector,0.7,Factor,Fixed Income
IVV,EWS,0.7578258868528424,Cross Sector,0.7,Broad Market,International
IWB,EWP,0.7578176238034221,Cross Sector,0.7,Broad Market,International
DIA,EWI,0.7577980783481937,Cross Sector,0.7,Broad Market,International
AGG,IEF,0.7577758223636205,Same Sector,0.7,Fixed Income,Fixed Income
RSP,XLE,0.7576887406628529,Cross Sector,0.7,Broad Market,Energy
VTI,XLP,0.7576317692961824,Cross Sector,0.7,Broad Market,Consumer Staples
GLD,GDX,0.7576277156715828,Cross Sector,0.7,Commodities,Materials
XOP,EWC,0.7576227044111266,Cross Sector,0.7,Energy,International
SPYV,EWI,0.7575036356711833,Cross Sector,0.7,Factor,International
VV,KBE,0.7574484553844782,Cross Sector,0.7,Broad Market,Financials
SPY,VNQ,0.757392655931137,Cross Sector,0.7,Broad Market,Real Estate
IJR,MOO,0.7571864058513998,Cross Sector,0.7,Broad Market,Commodities
SPY,KBE,0.7571808218996273,Cross Sector,0.7,Broad Market,Financials
IJR,EWG,0.7571775543252014,Cross Sector,0.7,Broad Market,International
SPY,EWJ,0.7571636036317367,Cross Sector,0.7,Broad Market,International
VBK,XBI,0.7571474635506291,Cross Sector,0.7,Factor,Health Care
EWY,FXI,0.757140875351188,Same Sector,0.7,International,International
VUG,EWC,0.75709136664559,Cross Sector,0.7,Factor,International
IAI,ITA,0.7570762403427647,Cross Sector,0.7,Financials,Industrials
DVY,FEZ,0.7568964986672523,Cross Sector,0.7,Factor,International
RSP,EWS,0.7568940532977951,Cross Sector,0.7,Broad Market,International
VTI,EWS,0.7568555997018054,Cross Sector,0.7,Broad Market,International
VTI,KRE,0.7568115349219047,Cross Sector,0.7,Broad Market,Financials
SPY,ILF,0.7567726920029393,Cross Sector,0.7,Broad Market,International
XRT,IYT,0.7567095846666243,Cross Sector,0.7,Consumer Discretionary,Industrials
VFH,XLB,0.7566985530784108,Cross Sector,0.7,Financials,Materials
SCHV,VWO,0.7566277493866888,Cross Sector,0.7,Factor,International
EZU,EWS,0.7565964987010488,Same Sector,0.7,International,International
VBK,EWA,0.756553705580754,Cross Sector,0.7,Factor,International
SCHG,EWC,0.7564028297781902,Cross Sector,0.7,Factor,International
IJR,EWN,0.7560253201000814,Cross Sector,0.7,Broad Market,International
RSP,EWW,0.7559876601696509,Cross Sector,0.7,Broad Market,International
IVW,EWL,0.7558066093927747,Cross Sector,0.7,Factor,International
IWB,EWS,0.7557583085148587,Cross Sector,0.7,Broad Market,International
QQQ,VWO,0.7557434375163762,Cross Sector,0.7,Broad Market,International
VCIT,IEI,0.7556807752636365,Same Sector,0.7,Fixed Income,Fixed Income
XLY,EZU,0.7556546732359954,Cross Sector,0.7,Consumer Discretionary,International
SPYV,EWP,0.7555741458857315,Cross Sector,0.7,Factor,International
XHB,SCHG,0.755544989789647,Cross Sector,0.7,Consumer Discretionary,Factor
SCHG,EZU,0.7555447881611665,Cross Sector,0.7,Factor,International
IYT,EFA,0.7555295656050075,Cross Sector,0.7,Industrials,International
IAU,GDX,0.7554013873873072,Cross Sector,0.7,Commodities,Materials
VBR,VHT,0.7552052262509362,Cross Sector,0.7,Factor,Health Care
VV,EWP,0.7552005709451157,Cross Sector,0.7,Broad Market,International
VHT,XBI,0.7551786904697311,Same Sector,0.7,Health Care,Health Care
IAI,EZU,0.7550804956535828,Cross Sector,0.7,Financials,International
SCHG,EEM,0.7550364981343534,Cross Sector,0.7,Factor,International
RSP,XME,0.7548933654440668,Cross Sector,0.7,Broad Market,Materials
LQD,IGIB,0.7548477560669132,Same Sector,0.7,Fixed Income,Fixed Income
EEM,EWL,0.7548314673129519,Same Sector,0.7,International,International
VBR,XME,0.7547223557384544,Cross Sector,0.7,Factor,Materials
EZU,VGT,0.7545449261022054,Cross Sector,0.7,International,Technology
RSP,XLP,0.7545360140842541,Cross Sector,0.7,Broad Market,Consumer Staples
VDE,SCHV,0.7545072138839102,Cross Sector,0.7,Energy,Factor
IVE,ILF,0.7544616301381699,Cross Sector,0.7,Factor,International
XLF,VGK,0.7543936665667785,Cross Sector,0.7,Financials,International
VDE,VYM,0.7541951527263272,Cross Sector,0.7,Energy,Factor
VWO,EWL,0.7539822609639452,Same Sector,0.7,International,International
IVW,XLF,0.7539433009970483,Cross Sector,0.7,Factor,Financials
VV,ILF,0.7538252487959296,Cross Sector,0.7,Broad Market,International
VEA,EWH,0.7537534774508495,Same Sector,0.7,International,International
VUG,VFH,0.7537178864398553,Cross Sector,0.7,Factor,Financials
MDY,ILF,0.7536813133487559,Cross Sector,0.7,Broad Market,International
VV,EWS,0.7535780682355508,Cross Sector,0.7,Broad Market,International
ITB,VBK,0.7535525222885777,Cross Sector,0.7,Consumer Discretionary,Factor
XLE,IVE,0.7534760952867752,Cross Sector,0.7,Energy,Factor
VTI,EWJ,0.7534759291540509,Cross Sector,0.7,Broad Market,International
VHT,VGT,0.7533032654276434,Cross Sector,0.7,Health Care,Technology
IJH,VDE,0.7532008918382898,Cross Sector,0.7,Broad Market,Energy
EWQ,EZA,0.7530929930639165,Same Sector,0.7,International,International
VFH,EZU,0.7530650865323999,Cross Sector,0.7,Financials,International
XLI,EEM,0.7529513912127108,Cross Sector,0.7,Industrials,International
QQQ,EZU,0.7529393784621453,Cross Sector,0.7,Broad Market,International
VOO,VNQ,0.7528310937036745,Cross Sector,0.7,Broad Market,Real Estate
XLE,SPYV,0.7528282691957868,Cross Sector,0.7,Energy,Factor
DVY,VHT,0.7528229646456012,Cross Sector,0.7,Factor,Health Care
IVV,ILF,0.7527819840902586,Cross Sector,0.7,Broad Market,International
XLE,XLB,0.7526507355769101,Cross Sector,0.7,Energy,Materials
XLB,VGT,0.7526045881557311,Cross Sector,0.7,Materials,Technology
VHT,XLK,0.7525437872903739,Cross Sector,0.7,Health Care,Technology
ITA,VGK,0.7525049471495315,Cross Sector,0.7,Industrials,International
VEA,DXJ,0.7522479982764816,Same Sector,0.7,International,International
VDE,IVE,0.7521953851752877,Cross Sector,0.7,Energy,Factor
EWY,EWH,0.7520038482476044,Same Sector,0.7,International,International
SPY,EWY,0.7519212398703452,Cross Sector,0.7,Broad Market,International
IJH,ILF,0.7519174729609619,Cross Sector,0.7,Broad Market,International
IJR,EWC,0.7518398607022905,Cross Sector,0.7,Broad Market,International
OEF,EWI,0.7517043114197035,Cross Sector,0.7,Broad Market,International
IWD,EWW,0.7516520943160251,Cross Sector,0.7,Factor,International
IVV,EWJ,0.7514901098635298,Cross Sector,0.7,Broad Market,International
IAI,EWU,0.7514749191622342,Cross Sector,0.7,Financials,International
VDE,XLB,0.7514142815067761,Cross Sector,0.7,Energy,Materials
VDE,SPYV,0.7513906917800454,Cross Sector,0.7,Energy,Factor
IWD,EWS,0.7513108697350149,Cross Sector,0.7,Factor,International
EPP,EWJ,0.7513036061148968,Same Sector,0.7,International,International
IWM,EWA,0.7510656155861507,Cross Sector,0.7,Broad Market,International
DIA,EWP,0.7509404667417605,Cross Sector,0.7,Broad Market,International
IJH,EWL,0.7509293075336524,Cross Sector,0.7,Broad Market,International
SCHG,EWA,0.750835627669835,Cross Sector,0.7,Factor,International
QQQ,XLB,0.7508071447058612,Cross Sector,0.7,Broad Market,Materials
XRT,VTV,0.7507678111578787,Cross Sector,0.7,Consumer Discretionary,Factor
IVE,EWS,0.7506733330402364,Cross Sector,0.7,Factor,International
KRE,XLI,0.7506350891021979,Cross Sector,0.7,Financials,Industrials
MOO,XLE,0.7506279154264761,Cross Sector,0.7,Commodities,Energy
SCHG,EWG,0.7504069947124571,Cross Sector,0.7,Factor,International
VBK,IYR,0.7503929409577125,Cross Sector,0.7,Factor,Real Estate
MDY,VDE,0.7502845265096564,Cross Sector,0.7,Broad Market,Energy
QQQ,IYT,0.7502648676193279,Cross Sector,0.7,Broad Market,Industrials
EZU,XLK,0.7501242602323479,Cross Sector,0.7,International,Technology
IAI,IYR,0.7501126007968915,Cross Sector,0.7,Financials,Real Estate
IWB,EWJ,0.7499515924022705,Cross Sector,0.7,Broad Market,International
IVV,EWY,0.7499114268628714,Cross Sector,0.7,Broad Market,International
IJH,SMH,0.7498520209795916,Cross Sector,0.7,Broad Market,Technology
DIA,KBE,0.7498324762865138,Cross Sector,0.7,Broad Market,Financials
SCHG,FEZ,0.7496382216175453,Cross Sector,0.7,Factor,International
XRT,VYM,0.7495897801547504,Cross Sector,0.7,Consumer Discretionary,Factor
VV,EWY,0.7494893964165581,Cross Sector,0.7,Broad Market,International
MOO,VDE,0.7494503496175434,Cross Sector,0.7,Commodities,Energy
IWB,EWY,0.749224808402591,Cross Sector,0.7,Broad Market,International
FEZ,VGT,0.7491701346675161,Cross Sector,0.7,International,Technology
OIH,EWC,0.749090151652542,Cross Sector,0.7,Energy,International
IYT,VGT,0.7489490031404306,Cross Sector,0.7,Industrials,Technology
VTI,EWY,0.7489413737582261,Cross Sector,0.7,Broad Market,International
EEM,VGT,0.7489283627650415,Cross Sector,0.7,International,Technology
RSP,SMH,0.7488308666085566,Cross Sector,0.7,Broad Market,Technology
VGK,EWW,0.7487354724888822,Same Sector,0.7,International,International
EZU,EWJ,0.74867698194855,Same Sector,0.7,International,International
IAI,FEZ,0.7486669551219813,Cross Sector,0.7,Financials,International
FEZ,EZA,0.7486634369071147,Same Sector,0.7,International,International
VV,EWJ,0.7486478281028717,Cross Sector,0.7,Broad Market,International
COPX,VEA,0.7486173921765454,Cross Sector,0.7,Commodities,International
VHT,VEA,0.7485990483112602,Cross Sector,0.7,Health Care,International
XLI,VWO,0.7485660949358749,Cross Sector,0.7,Industrials,International
XRT,SPYV,0.7485208297404886,Cross Sector,0.7,Consumer Discretionary,Factor
KBE,XLI,0.7485140982940592,Cross Sector,0.7,Financials,Industrials
VYM,EWI,0.7484987603710443,Cross Sector,0.7,Factor,International
EWA,EWI,0.7482921133300275,Same Sector,0.7,International,International
IWB,KRE,0.7482774634794879,Cross Sector,0.7,Broad Market,Financials
XLY,FEZ,0.7482181642494938,Cross Sector,0.7,Consumer Discretionary,International
COPX,XLB,0.7479738953573478,Cross Sector,0.7,Commodities,Materials
EFA,DXJ,0.7479119948130861,Same Sector,0.7,International,International
VTV,EWS,0.7478518626856895,Cross Sector,0.7,Factor,International
VB,SMH,0.7477603167141227,Cross Sector,0.7,Broad Market,Technology
COPX,EWA,0.7477108383210594,Cross Sector,0.7,Commodities,International
SPYG,XLF,0.747677960336234,Cross Sector,0.7,Factor,Financials
SCHV,EWI,0.747650633062462,Cross Sector,0.7,Factor,International
SCHG,VWO,0.7476322113005469,Cross Sector,0.7,Factor,International
QQQ,FEZ,0.7476099461426515,Cross Sector,0.7,Broad Market,International
IJR,VHT,0.7475004253278734,Cross Sector,0.7,Broad Market,Health Care
MDY,EWL,0.7474844446011873,Cross Sector,0.7,Broad Market,International
VUG,EWL,0.7474794890680714,Cross Sector,0.7,Factor,International
FEZ,EWJ,0.7471238308876141,Same Sector,0.7,International,International
VFH,EWU,0.7471209232370148,Cross Sector,0.7,Financials,International
IWF,EWL,0.7471028089524017,Cross Sector,0.7,Factor,International
EWU,EWY,0.7470143840523151,Same Sector,0.7,International,International
IJH,XLE,0.7469175607355945,Cross Sector,0.7,Broad Market,Energy
GLD,GDXJ,0.7469136616238524,Cross Sector,0.7,Commodities,Materials
DIA,KRE,0.7466976297353659,Cross Sector,0.7,Broad Market,Financials
EWA,EWP,0.7466554801349288,Same Sector,0.7,International,International
SPYG,EWL,0.7466158070459438,Cross Sector,0.7,Factor,International
EZU,ILF,0.7465918914268538,Same Sector,0.7,International,International
SCHV,JNK,0.7465085586515013,Cross Sector,0.7,Factor,Fixed Income
VFH,FEZ,0.7464789054256313,Cross Sector,0.7,Financials,International
VWO,EWI,0.7464772413786005,Same Sector,0.7,International,International
MDY,SMH,0.7464068584330514,Cross Sector,0.7,Broad Market,Technology
EEM,XLK,0.7463900541784985,Cross Sector,0.7,International,Technology
EFA,GXC,0.7463573681803699,Same Sector,0.7,International,International
VYM,EWP,0.7462135508375007,Cross Sector,0.7,Factor,International
XRT,DVY,0.7460646935888622,Cross Sector,0.7,Consumer Discretionary,Factor
IJH,EWI,0.7460216925059102,Cross Sector,0.7,Broad Market,International
MDY,XLV,0.7459071157845859,Cross Sector,0.7,Broad Market,Health Care
XLY,EWG,0.7458896827544107,Cross Sector,0.7,Consumer Discretionary,International
SPYV,ILF,0.7458309488003829,Cross Sector,0.7,Factor,International
EWC,EWL,0.7457346791943593,Same Sector,0.7,International,International
EWA,EZA,0.745426904505291,Same Sector,0.7,International,International
MOO,COPX,0.7454065624082523,Same Sector,0.7,Commodities,Commodities
IAU,GDXJ,0.7453390729394204,Cross Sector,0.7,Commodities,Materials
IVE,EWW,0.7453056084246088,Cross Sector,0.7,Factor,International
EPP,EWW,0.7451603418771214,Same Sector,0.7,International,International
MDY,XLE,0.7451302245314138,Cross Sector,0.7,Broad Market,Energy
IWM,XME,0.7450515550606749,Cross Sector,0.7,Broad Market,Materials
VTI,EWW,0.7450213433248267,Cross Sector,0.7,Broad Market,International
EWG,VGT,0.7449072095018993,Cross Sector,0.7,International,Technology
